tipo_analisis,grupo,variable,valor,detalle
n_variables_analizadas_pais,SLB,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SLE,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SLV,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SMR,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SOM,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SRB,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SSD,n_variables_analizadas,30.0,
n_variables_analizadas_pais,STP,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SUR,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SVK,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SVN,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SWE,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SWZ,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SXM,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SYC,n_variables_analizadas,30.0,
n_variables_analizadas_pais,SYR,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TCA,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TCD,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TGO,n_variables_analizadas,30.0,
n_variables_analizadas_pais,THA,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TJK,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TKL,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TKM,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TLS,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TON,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TTO,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TUN,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TUR,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TUV,n_variables_analizadas,30.0,
n_variables_analizadas_pais,TZA,n_variables_analizadas,30.0,
n_variables_analizadas_pais,UGA,n_variables_analizadas,30.0,
n_variables_analizadas_pais,UKR,n_variables_analizadas,30.0,
n_variables_analizadas_pais,URY,n_variables_analizadas,30.0,
n_variables_analizadas_pais,USA,n_variables_analizadas,30.0,
n_variables_analizadas_pais,UZB,n_variables_analizadas,30.0,
n_variables_analizadas_pais,VCT,n_variables_analizadas,30.0,
n_variables_analizadas_pais,VEN,n_variables_analizadas,30.0,
n_variables_analizadas_pais,VGB,n_variables_analizadas,30.0,
n_variables_analizadas_pais,VIR,n_variables_analizadas,30.0,
n_variables_analizadas_pais,VNM,n_variables_analizadas,30.0,
n_variables_analizadas_pais,VUT,n_variables_analizadas,30.0,
n_variables_analizadas_pais,WSM,n_variables_analizadas,30.0,
n_variables_analizadas_pais,XKX,n_variables_analizadas,30.0,
n_variables_analizadas_pais,YEM,n_variables_analizadas,30.0,
n_variables_analizadas_pais,ZAF,n_variables_analizadas,30.0,
n_variables_analizadas_pais,ZMB,n_variables_analizadas,30.0,
n_variables_analizadas_pais,ZWE,n_variables_analizadas,30.0,
nulos_pais,ABW,porcentaje_nulos,60.0,
nulos_pais,AFG,porcentaje_nulos,56.67,
nulos_pais,AGO,porcentaje_nulos,40.0,
nulos_pais,AIA,porcentaje_nulos,76.67,
nulos_pais,ALB,porcentaje_nulos,13.33,
nulos_pais,AND,porcentaje_nulos,26.67,
nulos_pais,ARE,porcentaje_nulos,16.67,
nulos_pais,ARG,porcentaje_nulos,13.33,
nulos_pais,ARM,porcentaje_nulos,6.67,
nulos_pais,ASM,porcentaje_nulos,86.67,
nulos_pais,ATG,porcentaje_nulos,33.33,
nulos_pais,AUS,porcentaje_nulos,33.33,
nulos_pais,AUT,porcentaje_nulos,26.67,
nulos_pais,AZE,porcentaje_nulos,3.33,
nulos_pais,BDI,porcentaje_nulos,56.67,
nulos_pais,BEL,porcentaje_nulos,30.0,
nulos_pais,BEN,porcentaje_nulos,50.0,
nulos_pais,BFA,porcentaje_nulos,13.33,
nulos_pais,BGD,porcentaje_nulos,23.33,
nulos_pais,BGR,porcentaje_nulos,23.33,
nulos_pais,BHR,porcentaje_nulos,13.33,
nulos_pais,BHS,porcentaje_nulos,36.67,
nulos_pais,BIH,porcentaje_nulos,23.33,
nulos_pais,BLR,porcentaje_nulos,16.67,
nulos_pais,BLZ,porcentaje_nulos,36.67,
nulos_pais,BMU,porcentaje_nulos,56.67,
nulos_pais,BOL,porcentaje_nulos,26.67,
nulos_pais,BRA,porcentaje_nulos,36.67,
nulos_pais,BRB,porcentaje_nulos,26.67,
nulos_pais,BRN,porcentaje_nulos,46.67,
nulos_pais,BTN,porcentaje_nulos,23.33,
nulos_pais,BWA,porcentaje_nulos,53.33,
nulos_pais,CAF,porcentaje_nulos,56.67,
nulos_pais,CAN,porcentaje_nulos,33.33,
nulos_pais,CHE,porcentaje_nulos,40.0,
nulos_pais,CHI,porcentaje_nulos,73.33,
nulos_pais,CHL,porcentaje_nulos,30.0,
nulos_pais,CHN,porcentaje_nulos,23.33,
nulos_pais,CIV,porcentaje_nulos,23.33,
nulos_pais,CMR,porcentaje_nulos,30.0,
nulos_pais,COD,porcentaje_nulos,36.67,
nulos_pais,COG,porcentaje_nulos,40.0,
nulos_pais,COK,porcentaje_nulos,76.67,
nulos_pais,COL,porcentaje_nulos,36.67,
nulos_pais,COM,porcentaje_nulos,53.33,
nulos_pais,CPV,porcentaje_nulos,50.0,
nulos_pais,CRI,porcentaje_nulos,26.67,
nulos_pais,CUB,porcentaje_nulos,26.67,
nulos_pais,CUW,porcentaje_nulos,50.0,
nulos_pais,CYM,porcentaje_nulos,36.67,
nulos_pais,CYP,porcentaje_nulos,33.33,
nulos_pais,CZE,porcentaje_nulos,30.0,
nulos_pais,DEU,porcentaje_nulos,26.67,
nulos_pais,DJI,porcentaje_nulos,43.33,
nulos_pais,DMA,porcentaje_nulos,20.0,
nulos_pais,DNK,porcentaje_nulos,26.67,
nulos_pais,DOM,porcentaje_nulos,10.0,
nulos_pais,DZA,porcentaje_nulos,20.0,
nulos_pais,ECU,porcentaje_nulos,10.0,
nulos_pais,EGY,porcentaje_nulos,13.33,
nulos_pais,ERI,porcentaje_nulos,63.33,
nulos_pais,ESP,porcentaje_nulos,26.67,
nulos_pais,EST,porcentaje_nulos,26.67,
nulos_pais,ETH,porcentaje_nulos,36.67,
nulos_pais,FIN,porcentaje_nulos,26.67,
nulos_pais,FJI,porcentaje_nulos,36.67,
nulos_pais,FRA,porcentaje_nulos,36.67,
nulos_pais,FRO,porcentaje_nulos,70.0,
nulos_pais,FSM,porcentaje_nulos,30.0,
nulos_pais,GAB,porcentaje_nulos,50.0,
nulos_pais,GBR,porcentaje_nulos,43.33,
nulos_pais,GEO,porcentaje_nulos,3.33,
nulos_pais,GHA,porcentaje_nulos,56.67,
nulos_pais,GIB,porcentaje_nulos,46.67,
nulos_pais,GIN,porcentaje_nulos,53.33,
nulos_pais,GMB,porcentaje_nulos,20.0,
nulos_pais,GNB,porcentaje_nulos,60.0,
nulos_pais,GNQ,porcentaje_nulos,56.67,
nulos_pais,GRC,porcentaje_nulos,33.33,
nulos_pais,GRD,porcentaje_nulos,40.0,
nulos_pais,GRL,porcentaje_nulos,70.0,
nulos_pais,GTM,porcentaje_nulos,26.67,
nulos_pais,GUM,porcentaje_nulos,76.67,
nulos_pais,GUY,porcentaje_nulos,26.67,
nulos_pais,HKG,porcentaje_nulos,40.0,
nulos_pais,HND,porcentaje_nulos,16.67,
nulos_pais,HRV,porcentaje_nulos,33.33,
nulos_pais,HTI,porcentaje_nulos,53.33,
nulos_pais,HUN,porcentaje_nulos,30.0,
nulos_pais,IDN,porcentaje_nulos,10.0,
nulos_pais,IMN,porcentaje_nulos,76.67,
nulos_pais,IND,porcentaje_nulos,6.67,
nulos_pais,IRL,porcentaje_nulos,43.33,
nulos_pais,IRN,porcentaje_nulos,43.33,
nulos_pais,IRQ,porcentaje_nulos,53.33,
nulos_pais,ISL,porcentaje_nulos,30.0,
nulos_pais,ISR,porcentaje_nulos,33.33,
nulos_pais,ITA,porcentaje_nulos,30.0,
nulos_pais,JAM,porcentaje_nulos,26.67,
nulos_pais,JOR,porcentaje_nulos,16.67,
nulos_pais,JPN,porcentaje_nulos,46.67,
nulos_pais,KAZ,porcentaje_nulos,23.33,
nulos_pais,KEN,porcentaje_nulos,20.0,
nulos_pais,KGZ,porcentaje_nulos,33.33,
nulos_pais,KHM,porcentaje_nulos,13.33,
nulos_pais,KIR,porcentaje_nulos,23.33,
nulos_pais,KNA,porcentaje_nulos,30.0,
nulos_pais,KOR,porcentaje_nulos,36.67,
nulos_pais,KWT,porcentaje_nulos,60.0,
nulos_pais,LAO,porcentaje_nulos,26.67,
nulos_pais,LBN,porcentaje_nulos,23.33,
nulos_pais,LBR,porcentaje_nulos,56.67,
nulos_pais,LBY,porcentaje_nulos,63.33,
nulos_pais,LCA,porcentaje_nulos,23.33,
nulos_pais,LIE,porcentaje_nulos,66.67,
nulos_pais,LKA,porcentaje_nulos,16.67,
nulos_pais,LSO,porcentaje_nulos,43.33,
nulos_pais,LTU,porcentaje_nulos,20.0,
nulos_pais,LUX,porcentaje_nulos,30.0,
nulos_pais,LVA,porcentaje_nulos,30.0,
nulos_pais,MAC,porcentaje_nulos,30.0,
nulos_pais,MAF,porcentaje_nulos,80.0,
nulos_pais,MAR,porcentaje_nulos,23.33,
nulos_pais,MCO,porcentaje_nulos,43.33,
nulos_pais,MDA,porcentaje_nulos,26.67,
nulos_pais,MDG,porcentaje_nulos,36.67,
nulos_pais,MDV,porcentaje_nulos,23.33,
nulos_pais,MEX,porcentaje_nulos,33.33,
nulos_pais,MHL,porcentaje_nulos,40.0,
nulos_pais,MKD,porcentaje_nulos,36.67,
nulos_pais,MLI,porcentaje_nulos,23.33,
nulos_pais,MLT,porcentaje_nulos,33.33,
nulos_pais,MMR,porcentaje_nulos,60.0,
nulos_pais,MNE,porcentaje_nulos,43.33,
nulos_pais,MNG,porcentaje_nulos,16.67,
nulos_pais,MNP,porcentaje_nulos,76.67,
nulos_pais,MOZ,porcentaje_nulos,60.0,
nulos_pais,MRT,porcentaje_nulos,56.67,
nulos_pais,MSR,porcentaje_nulos,76.67,
nulos_pais,MTQ,porcentaje_nulos,96.67,
nulos_pais,MUS,porcentaje_nulos,10.0,
nulos_pais,MWI,porcentaje_nulos,36.67,
nulos_pais,MYS,porcentaje_nulos,20.0,
nulos_pais,NAM,porcentaje_nulos,26.67,
nulos_pais,NCL,porcentaje_nulos,66.67,
nulos_pais,NER,porcentaje_nulos,26.67,
nulos_pais,NGA,porcentaje_nulos,40.0,
nulos_pais,NIC,porcentaje_nulos,40.0,
nulos_pais,NIU,porcentaje_nulos,76.67,
nulos_pais,NLD,porcentaje_nulos,36.67,
nulos_pais,NOR,porcentaje_nulos,30.0,
nulos_pais,NPL,porcentaje_nulos,30.0,
nulos_pais,NRU,porcentaje_nulos,26.67,
nulos_pais,NZL,porcentaje_nulos,36.67,
nulos_pais,OMN,porcentaje_nulos,43.33,
nulos_pais,PAK,porcentaje_nulos,30.0,
nulos_pais,PAN,porcentaje_nulos,16.67,
nulos_pais,PER,porcentaje_nulos,23.33,
nulos_pais,PHL,porcentaje_nulos,13.33,
nulos_pais,PLW,porcentaje_nulos,23.33,
nulos_pais,PNG,porcentaje_nulos,40.0,
nulos_pais,POL,porcentaje_nulos,36.67,
nulos_pais,PRI,porcentaje_nulos,23.33,
nulos_pais,PRK,porcentaje_nulos,73.33,
nulos_pais,PRT,porcentaje_nulos,36.67,
nulos_pais,PRY,porcentaje_nulos,26.67,
nulos_pais,PSE,porcentaje_nulos,23.33,
nulos_pais,PYF,porcentaje_nulos,70.0,
nulos_pais,QAT,porcentaje_nulos,43.33,
nulos_pais,REU,porcentaje_nulos,96.67,
nulos_pais,ROU,porcentaje_nulos,30.0,
nulos_pais,RUS,porcentaje_nulos,36.67,
nulos_pais,RWA,porcentaje_nulos,23.33,
nulos_pais,SAU,porcentaje_nulos,50.0,
nulos_pais,SDN,porcentaje_nulos,60.0,
nulos_pais,SEN,porcentaje_nulos,16.67,
nulos_pais,SGP,porcentaje_nulos,23.33,
nulos_pais,SHN,porcentaje_nulos,96.67,
nulos_pais,SLB,porcentaje_nulos,36.67,
nulos_pais,SLE,porcentaje_nulos,33.33,
nulos_pais,SLV,porcentaje_nulos,26.67,
nulos_pais,SMR,porcentaje_nulos,26.67,
nulos_pais,SOM,porcentaje_nulos,50.0,
nulos_pais,SRB,porcentaje_nulos,43.33,
nulos_pais,SSD,porcentaje_nulos,66.67,
nulos_pais,STP,porcentaje_nulos,53.33,
nulos_pais,SUR,porcentaje_nulos,40.0,
nulos_pais,SVK,porcentaje_nulos,10.0,
nulos_pais,SVN,porcentaje_nulos,26.67,
nulos_pais,SWE,porcentaje_nulos,30.0,
nulos_pais,SWZ,porcentaje_nulos,30.0,
nulos_pais,SXM,porcentaje_nulos,60.0,
nulos_pais,SYC,porcentaje_nulos,23.33,
nulos_pais,SYR,porcentaje_nulos,33.33,
nulos_pais,TCA,porcentaje_nulos,33.33,
nulos_pais,TCD,porcentaje_nulos,20.0,
nulos_pais,TGO,porcentaje_nulos,30.0,
nulos_pais,THA,porcentaje_nulos,16.67,
nulos_pais,TJK,porcentaje_nulos,46.67,
nulos_pais,TKL,porcentaje_nulos,80.0,
nulos_pais,TKM,porcentaje_nulos,23.33,
nulos_pais,TLS,porcentaje_nulos,26.67,
nulos_pais,TON,porcentaje_nulos,30.0,
nulos_pais,TTO,porcentaje_nulos,40.0,
nulos_pais,TUN,porcentaje_nulos,23.33,
nulos_pais,TUR,porcentaje_nulos,46.67,
nulos_pais,TUV,porcentaje_nulos,33.33,
nulos_pais,TZA,porcentaje_nulos,36.67,
nulos_pais,UGA,porcentaje_nulos,60.0,
nulos_pais,UKR,porcentaje_nulos,36.67,
nulos_pais,URY,porcentaje_nulos,20.0,
nulos_pais,USA,porcentaje_nulos,43.33,
nulos_pais,UZB,porcentaje_nulos,16.67,
nulos_pais,VCT,porcentaje_nulos,46.67,
nulos_pais,VEN,porcentaje_nulos,46.67,
nulos_pais,VGB,porcentaje_nulos,30.0,
nulos_pais,VIR,porcentaje_nulos,76.67,
nulos_pais,VNM,porcentaje_nulos,33.33,
nulos_pais,VUT,porcentaje_nulos,36.67,
nulos_pais,WSM,porcentaje_nulos,26.67,
nulos_pais,XKX,porcentaje_nulos,80.0,
nulos_pais,YEM,porcentaje_nulos,63.33,
nulos_pais,ZAF,porcentaje_nulos,26.67,
nulos_pais,ZMB,porcentaje_nulos,50.0,
nulos_pais,ZWE,porcentaje_nulos,30.0,
nulos_porcentaje_columna,columna,country_code,0.0,
nulos_porcentaje_columna,columna,des_crecimiento_poblacion_rural,8.89,
nulos_porcentaje_columna,columna,des_deflactor_inflacion_gdp,9.78,
nulos_porcentaje_columna,columna,des_densidad_poblacion,4.44,
nulos_porcentaje_columna,columna,des_gdp_per_capita,9.78,
nulos_porcentaje_columna,columna,des_hdi,62.22,
nulos_porcentaje_columna,columna,des_poblacion_rural,3.56,
nulos_porcentaje_columna,columna,des_tasa_mortalidad_infantil,12.89,
nulos_porcentaje_columna,columna,des_tasa_natalidad,3.56,
nulos_porcentaje_columna,columna,des_tasa_pobreza,76.44,
nulos_porcentaje_columna,columna,edu_educational_attainment_rate,57.33,
nulos_porcentaje_columna,columna,edu_literacy_rate,86.67,
nulos_porcentaje_columna,columna,edu_lower_secondary_schools_electricity,56.89,
nulos_porcentaje_columna,columna,edu_out_of_school_children_female,53.33,
nulos_porcentaje_columna,columna,edu_out_of_school_children_male,53.33,
nulos_porcentaje_columna,columna,edu_primary_completion_rate,40.89,
nulos_porcentaje_columna,columna,edu_primary_schools_electricity,55.11,
nulos_porcentaje_columna,columna,edu_primary_schools_internet,58.67,
nulos_porcentaje_columna,columna,edu_public_expenditure_education,46.22,
nulos_porcentaje_columna,columna,edu_school_enrollment_primary,28.44,
nulos_porcentaje_columna,columna,edu_school_enrollment_secondary,36.89,
