country_code,year,edu_educational_attainment_rate,edu_spending_per_student_primary,edu_spending_per_student_secondary,edu_public_expenditure_education,edu_school_enrollment_primary,edu_school_enrollment_secondary,edu_lower_secondary_schools_electricity,edu_economically_active_children_female,edu_economically_active_children_male,edu_out_of_school_children_female,edu_out_of_school_children_male,edu_years_free_primary_secondary,edu_primary_completion_rate,edu_primary_schools_internet,edu_primary_schools_electricity,edu_secondary_schools_internet,edu_literacy_rate,edu_upper_secondary_schools_electricity,edu_years_compulsory_education,des_gdp_per_capita,des_tasa_pobreza,des_densidad_poblacion,des_deflactor_inflacion_gdp,des_tasa_natalidad,des_crecimiento_poblacion_rural,des_poblacion_rural,des_tasa_mortalidad_infantil,des_hdi,elec_electricity_access_total,elec_electricity_access_rural,elec_electricity_access_urban,elec_electricity_consumption,elec_gdp_per_unit_energy_use,elec_private_investment_energy
AFG,2001,,,,,22.1396503448486,14.0404100418091,,,,,,,,,,,,,6.0,138.706821676113,,31.099929472732,-11.7745360319214,49.623,0.537004384226762,16482777.0,107.0,,9.3,,74.8,,,
AFG,2002,,,,,73.4013137817383,,,,,,,,,,,,,,6.0,178.954088379235,,32.77696058139,6.12552202910163,47.488,5.00558594344837,17328835.0,103.8,,14.1,,76.1,,,
AFG,2003,,,,,95.3357467651367,13.959529876709,,,,,,,,,,,,,6.0,198.871115728727,,34.8543443263879,11.655238221181,47.056,5.87491732517008,18377389.0,100.6,,19.0,2.1,77.5,,,1580000.0
AFG,2004,,,,,105.475051879883,19.2143802642822,,,,,,,,,,,,,6.0,221.763653873013,,36.1232295355933,11.2714320572149,46.492,3.2793475622072,18990038.0,97.2,,23.8,7.8,78.8,,,
AFG,2005,,,,,99.50390625,20.2735099792481,,,,,,,,,,,,,6.0,254.184249149336,,37.4171181945019,10.9127735503048,44.952,3.13815947474392,19595425.0,93.7,,28.7,15.4,74.0,,,
AFG,2006,,,,,102.284866333008,29.523889541626,,,,,,,,,,,,,6.0,274.218553561575,,38.9802584977692,7.19975129292388,44.087,3.58760420154864,20311194.0,90.1,,33.5,19.3,81.6,,,
AFG,2007,,,,,99.3228988647461,28.8154907226562,,,,,,,,,,,,,6.0,376.223152003876,,39.7250233813225,22.5277562007029,43.831,1.28969532760321,20574843.0,86.7,,38.4,25.0,83.0,,,
AFG,2008,,,,,104.445137023926,38.930850982666,,,,,,12.0,,,,,,,9.0,381.73323802844,,40.6031951918802,2.09628875042125,42.538,1.51245778093844,20888394.0,83.3,,42.4,28.0,89.9,,,
AFG,2009,,,,,99.7054214477539,44.2999496459961,,,,,,12.0,,,,,,,9.0,452.053705477043,,42.1110666482682,-2.16340442746143,42.162,2.92825471522151,21509103.0,80.0,,48.3,36.7,85.9,,,
AFG,2010,,11.95215,13.2609,3.4794499874115,103.48560333252,50.4406204223633,,,,,,12.0,,,,,,,9.0,560.621505463146,,43.3652070588596,3.81463031545211,41.759,2.20038725807498,21987632.0,76.9,0.465,42.7,30.2,82.8,,,
AFG,2011,,12.21159,12.56712,3.4620099067688,101.542083740234,52.4474296569824,,5.1,13.1,,,12.0,,,,,31.4500007629394,,9.0,606.694676337726,,44.9959492816951,16.5933467401627,40.973,2.9697133464552,22650394.0,74.0,,43.2,29.6,86.6,,,
AFG,2012,,8.31733,8.53024,2.60419988632202,106.575317382812,54.372859954834,,,,,,12.0,,,,,,,9.0,651.417134470046,,46.8546892967205,7.30175646760432,40.702,3.36808380023999,23426271.0,71.3,,69.1,60.8,95.0,,,
AFG,2013,,11.17447,11.32094,3.45445990562439,107.942840576172,54.8833694458008,,,,,,12.0,,,,,,,9.0,637.087099117099,,48.4839765113534,4.82278547876986,40.288,2.81072936684623,24094061.0,68.7,,68.0,60.2,92.2,,,
AFG,2014,13.68165274149,11.72219,12.03027,3.69521999359131,109.829452514648,54.2936515808105,,,,,,12.0,,,,,,,9.0,625.054941813938,,50.2775447311531,0.56694454253261,39.646,3.12817548723893,24859678.0,66.4,,89.5,86.5,98.7,,,
AFG,2015,19.58945083618164,10.24688,10.29234,3.2558000087738,106.773551940918,53.1501083374023,,,,,,12.0,,,,,33.75,,9.0,565.569730408751,,51.8709105683578,2.44756300147404,39.364,2.75801064402466,25554853.0,64.2,0.496,71.5,64.6,92.5,,,
AFG,2016,,10.34081,11.98575,4.54397010803223,106.784042358398,53.4350395202637,16.54297065734863,,,,,12.0,83.4359664916992,,,,,35.93894958496094,9.0,522.082215583898,,53.2030296061205,-2.19752646733461,38.732,2.27865500527118,26143845.0,62.3,,97.7,97.1,99.5,,,
AFG,2017,24.2811387288135,10.25174,11.3072,4.34319019317627,106.54354095459,55.5364303588867,17.33871078491211,,,,,12.0,88.2425765991211,,,,,37.03018188476563,9.0,525.469770891619,,54.7183278904681,2.40365618765746,38.171,2.57386531009509,26825487.0,60.4,,97.7,97.1,99.5,,,19000000.0
AFG,2018,,,,,107.687660217285,57.3578491210938,19.41748046875,,,,,12.0,89.8436279296875,,12.15765953063965,,,39.42308044433594,9.0,491.337221382603,,56.3344817012404,2.07134857783487,37.624,2.69254085395937,27557586.0,58.6,,93.4,91.6,98.8,,,
AFG,2019,,,,,109.075309753418,,20.49411964416504,,,,,12.0,88.8901214599609,,16.12018013000488,,,37.71651077270508,9.0,496.6025042585,,58.0410606687825,6.52147984832531,37.138,2.79145867999448,28337682.0,56.9,,97.7,97.1,99.5,,,190490000.0
AFG,2020,19.0396861410382,,,,,,,,,,,12.0,,,,,35.9865546430738,,9.0,510.787063366811,,59.9006163469942,6.9629462552564,36.601,2.99519897595976,29199291.0,55.3,0.501,97.7,97.1,99.5,,,
AFG,2021,15.25,,,,,,,,,,,12.0,,,,,37.2700004577637,,9.0,356.496214115892,,61.3286907992579,2.83899625081041,36.342,2.24143116210277,29861163.0,53.6,0.486,97.7,97.1,99.5,,,
AFG,2022,21.02548027038574,,,,,,,,,,,12.0,,,,,,,9.0,357.261152798144,,62.2155405301811,9.40623933931322,36.045,1.37398004107876,30274281.0,52.0,0.495,85.3,81.7,95.9,,,
AFG,2023,,,,,,,,,,,,12.0,,,,,,,9.0,413.757894705303,,63.5585008355948,2.92366213121669,35.437,2.02947825567516,30894968.0,50.4,0.496,85.3,81.4,96.0,,,
AFG,2024,,,,,,,,,,,,12.0,,,,,,,9.0,,,,,,2.53060155413216,31686773.0,,,,,,,,
AGO,1960,,,,,,,,,,,,,,,,,,,,,,,,51.615,,4688237.0,,,,,,,,
AGO,1961,,,,,,,,,,,,,,,,,,,,,,4.25249298147108,,52.046,0.854148209246521,4728453.0,,,,,,,,
AGO,1962,,,,,,,,,,,,,,,,,,,,,,4.29478623566215,,52.226,0.54406568152636,4754249.0,,,,,,,,
AGO,1963,,,,,,,,,,,,,,,,,,,,,,4.33810860672175,,52.347,0.580841387410916,4781944.0,,,,,,,,
AGO,1964,,,,,,,,,,,,,,,,,,,,,,4.38292051014679,,52.41,0.615757071157507,4811480.0,,,,,,,,
