dataset,tipo_analisis,grupo,variable,valor
electrificacion,nulos_absolutos_por_pais,MDA,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,MDA,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,MDA,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,MDA,private_investment_energy,59
electrificacion,nulos_absolutos_por_pais,MDA,year,0
electrificacion,nulos_absolutos_por_pais,MDG,country_code,0
electrificacion,nulos_absolutos_por_pais,MDG,electricity_access_rural,49
electrificacion,nulos_absolutos_por_pais,MDG,electricity_access_total,33
electrificacion,nulos_absolutos_por_pais,MDG,electricity_access_urban,33
electrificacion,nulos_absolutos_por_pais,MDG,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,MDG,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,MDG,private_investment_energy,61
electrificacion,nulos_absolutos_por_pais,MDG,year,0
electrificacion,nulos_absolutos_por_pais,MDV,country_code,0
electrificacion,nulos_absolutos_por_pais,MDV,electricity_access_rural,41
electrificacion,nulos_absolutos_por_pais,MDV,electricity_access_total,41
electrificacion,nulos_absolutos_por_pais,MDV,electricity_access_urban,41
electrificacion,nulos_absolutos_por_pais,MDV,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,MDV,gdp_per_unit_energy_use,60
electrificacion,nulos_absolutos_por_pais,MDV,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,MDV,year,0
electrificacion,nulos_absolutos_por_pais,MEA,country_code,0
electrificacion,nulos_absolutos_por_pais,MEA,electricity_access_rural,39
electrificacion,nulos_absolutos_por_pais,MEA,electricity_access_total,41
electrificacion,nulos_absolutos_por_pais,MEA,electricity_access_urban,41
electrificacion,nulos_absolutos_por_pais,MEA,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,MEA,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,MEA,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,MEA,year,0
electrificacion,nulos_absolutos_por_pais,MEX,country_code,0
electrificacion,nulos_absolutos_por_pais,MEX,electricity_access_rural,33
electrificacion,nulos_absolutos_por_pais,MEX,electricity_access_total,33
electrificacion,nulos_absolutos_por_pais,MEX,electricity_access_urban,33
electrificacion,nulos_absolutos_por_pais,MEX,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,MEX,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,MEX,private_investment_energy,38
electrificacion,nulos_absolutos_por_pais,MEX,year,0
electrificacion,nulos_absolutos_por_pais,MHL,country_code,0
electrificacion,nulos_absolutos_por_pais,MHL,electricity_access_rural,40
electrificacion,nulos_absolutos_por_pais,MHL,electricity_access_total,40
electrificacion,nulos_absolutos_por_pais,MHL,electricity_access_urban,40
electrificacion,nulos_absolutos_por_pais,MHL,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,MHL,gdp_per_unit_energy_use,61
electrificacion,nulos_absolutos_por_pais,MHL,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,MHL,year,0
electrificacion,nulos_absolutos_por_pais,MIC,country_code,0
electrificacion,nulos_absolutos_por_pais,MIC,electricity_access_rural,41
electrificacion,nulos_absolutos_por_pais,MIC,electricity_access_total,41
electrificacion,nulos_absolutos_por_pais,MIC,electricity_access_urban,41
electrificacion,nulos_absolutos_por_pais,MIC,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,MIC,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,MIC,private_investment_energy,34
electrificacion,nulos_absolutos_por_pais,MIC,year,0
electrificacion,nulos_absolutos_por_pais,MKD,country_code,0
electrificacion,nulos_absolutos_por_pais,MKD,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,MKD,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,MKD,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,MKD,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,MKD,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,MKD,private_investment_energy,59
electrificacion,nulos_absolutos_por_pais,MKD,year,0
electrificacion,nulos_absolutos_por_pais,MLI,country_code,0
electrificacion,nulos_absolutos_por_pais,MLI,electricity_access_rural,45
electrificacion,nulos_absolutos_por_pais,MLI,electricity_access_total,37
electrificacion,nulos_absolutos_por_pais,MLI,electricity_access_urban,37
electrificacion,nulos_absolutos_por_pais,MLI,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,MLI,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,MLI,private_investment_energy,61
electrificacion,nulos_absolutos_por_pais,MLI,year,0
electrificacion,nulos_absolutos_por_pais,MLT,country_code,0
electrificacion,nulos_absolutos_por_pais,MLT,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,MLT,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,MLT,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,MLT,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,MLT,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,MLT,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,MLT,year,0
electrificacion,nulos_absolutos_por_pais,MMR,country_code,0
electrificacion,nulos_absolutos_por_pais,MMR,electricity_access_rural,41
electrificacion,nulos_absolutos_por_pais,MMR,electricity_access_total,41
electrificacion,nulos_absolutos_por_pais,MMR,electricity_access_urban,41
electrificacion,nulos_absolutos_por_pais,MMR,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,MMR,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,MMR,private_investment_energy,59
electrificacion,nulos_absolutos_por_pais,MMR,year,0
electrificacion,nulos_absolutos_por_pais,MNA,country_code,0
electrificacion,nulos_absolutos_por_pais,MNA,electricity_access_rural,39
electrificacion,nulos_absolutos_por_pais,MNA,electricity_access_total,41
electrificacion,nulos_absolutos_por_pais,MNA,electricity_access_urban,41
electrificacion,nulos_absolutos_por_pais,MNA,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,MNA,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,MNA,private_investment_energy,63
electrificacion,nulos_absolutos_por_pais,MNA,year,0
electrificacion,nulos_absolutos_por_pais,MNE,country_code,0
electrificacion,nulos_absolutos_por_pais,MNE,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,MNE,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,MNE,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,MNE,electricity_consumption,46
electrificacion,nulos_absolutos_por_pais,MNE,gdp_per_unit_energy_use,46
electrificacion,nulos_absolutos_por_pais,MNE,private_investment_energy,62
electrificacion,nulos_absolutos_por_pais,MNE,year,0
electrificacion,nulos_absolutos_por_pais,MNG,country_code,0
electrificacion,nulos_absolutos_por_pais,MNG,electricity_access_rural,41
electrificacion,nulos_absolutos_por_pais,MNG,electricity_access_total,41
electrificacion,nulos_absolutos_por_pais,MNG,electricity_access_urban,41
electrificacion,nulos_absolutos_por_pais,MNG,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,MNG,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,MNG,private_investment_energy,60
electrificacion,nulos_absolutos_por_pais,MNG,year,0
electrificacion,nulos_absolutos_por_pais,MNP,country_code,0
electrificacion,nulos_absolutos_por_pais,MNP,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,MNP,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,MNP,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,MNP,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,MNP,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,MNP,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,MNP,year,0
electrificacion,nulos_absolutos_por_pais,MOZ,country_code,0
electrificacion,nulos_absolutos_por_pais,MOZ,electricity_access_rural,44
electrificacion,nulos_absolutos_por_pais,MOZ,electricity_access_total,38
electrificacion,nulos_absolutos_por_pais,MOZ,electricity_access_urban,38
electrificacion,nulos_absolutos_por_pais,MOZ,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,MOZ,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,MOZ,private_investment_energy,55
electrificacion,nulos_absolutos_por_pais,MOZ,year,0
electrificacion,nulos_absolutos_por_pais,MRT,country_code,0
electrificacion,nulos_absolutos_por_pais,MRT,electricity_access_rural,52
electrificacion,nulos_absolutos_por_pais,MRT,electricity_access_total,41
electrificacion,nulos_absolutos_por_pais,MRT,electricity_access_urban,41
electrificacion,nulos_absolutos_por_pais,MRT,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,MRT,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,MRT,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,MRT,year,0
electrificacion,nulos_absolutos_por_pais,MUS,country_code,0
electrificacion,nulos_absolutos_por_pais,MUS,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,MUS,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,MUS,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,MUS,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,MUS,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,MUS,private_investment_energy,62
electrificacion,nulos_absolutos_por_pais,MUS,year,0
electrificacion,nulos_absolutos_por_pais,MWI,country_code,0
electrificacion,nulos_absolutos_por_pais,MWI,electricity_access_rural,40
electrificacion,nulos_absolutos_por_pais,MWI,electricity_access_total,33
electrificacion,nulos_absolutos_por_pais,MWI,electricity_access_urban,33
electrificacion,nulos_absolutos_por_pais,MWI,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,MWI,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,MWI,private_investment_energy,63
electrificacion,nulos_absolutos_por_pais,MWI,year,0
electrificacion,nulos_absolutos_por_pais,MYS,country_code,0
electrificacion,nulos_absolutos_por_pais,MYS,electricity_access_rural,41
electrificacion,nulos_absolutos_por_pais,MYS,electricity_access_total,41
electrificacion,nulos_absolutos_por_pais,MYS,electricity_access_urban,41
electrificacion,nulos_absolutos_por_pais,MYS,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,MYS,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,MYS,private_investment_energy,39
electrificacion,nulos_absolutos_por_pais,MYS,year,0
electrificacion,nulos_absolutos_por_pais,NAC,country_code,0
electrificacion,nulos_absolutos_por_pais,NAC,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,NAC,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,NAC,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,NAC,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,NAC,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,NAC,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,NAC,year,0
electrificacion,nulos_absolutos_por_pais,NAM,country_code,0
electrificacion,nulos_absolutos_por_pais,NAM,electricity_access_rural,34
electrificacion,nulos_absolutos_por_pais,NAM,electricity_access_total,33
electrificacion,nulos_absolutos_por_pais,NAM,electricity_access_urban,33
electrificacion,nulos_absolutos_por_pais,NAM,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,NAM,gdp_per_unit_energy_use,33
electrificacion,nulos_absolutos_por_pais,NAM,private_investment_energy,61
electrificacion,nulos_absolutos_por_pais,NAM,year,0
electrificacion,nulos_absolutos_por_pais,NCL,country_code,0
electrificacion,nulos_absolutos_por_pais,NCL,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,NCL,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,NCL,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,NCL,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,NCL,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,NCL,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,NCL,year,0
electrificacion,nulos_absolutos_por_pais,NER,country_code,0
electrificacion,nulos_absolutos_por_pais,NER,electricity_access_rural,39
electrificacion,nulos_absolutos_por_pais,NER,electricity_access_total,33
electrificacion,nulos_absolutos_por_pais,NER,electricity_access_urban,33
electrificacion,nulos_absolutos_por_pais,NER,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,NER,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,NER,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,NER,year,0
electrificacion,nulos_absolutos_por_pais,NGA,country_code,0
electrificacion,nulos_absolutos_por_pais,NGA,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,NGA,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,NGA,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,NGA,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,NGA,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,NGA,private_investment_energy,54
electrificacion,nulos_absolutos_por_pais,NGA,year,0
electrificacion,nulos_absolutos_por_pais,NIC,country_code,0
electrificacion,nulos_absolutos_por_pais,NIC,electricity_access_rural,34
electrificacion,nulos_absolutos_por_pais,NIC,electricity_access_total,34
electrificacion,nulos_absolutos_por_pais,NIC,electricity_access_urban,34
electrificacion,nulos_absolutos_por_pais,NIC,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,NIC,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,NIC,private_investment_energy,54
electrificacion,nulos_absolutos_por_pais,NIC,year,0
electrificacion,nulos_absolutos_por_pais,NLD,country_code,0
electrificacion,nulos_absolutos_por_pais,NLD,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,NLD,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,NLD,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,NLD,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,NLD,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,NLD,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,NLD,year,0
electrificacion,nulos_absolutos_por_pais,NOR,country_code,0
electrificacion,nulos_absolutos_por_pais,NOR,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,NOR,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,NOR,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,NOR,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,NOR,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,NOR,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,NOR,year,0
electrificacion,nulos_absolutos_por_pais,NPL,country_code,0
electrificacion,nulos_absolutos_por_pais,NPL,electricity_access_rural,40
electrificacion,nulos_absolutos_por_pais,NPL,electricity_access_total,37
electrificacion,nulos_absolutos_por_pais,NPL,electricity_access_urban,37
electrificacion,nulos_absolutos_por_pais,NPL,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,NPL,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,NPL,private_investment_energy,48
electrificacion,nulos_absolutos_por_pais,NPL,year,0
electrificacion,nulos_absolutos_por_pais,NRU,country_code,0
electrificacion,nulos_absolutos_por_pais,NRU,electricity_access_rural,59
electrificacion,nulos_absolutos_por_pais,NRU,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,NRU,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,NRU,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,NRU,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,NRU,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,NRU,year,0
electrificacion,nulos_absolutos_por_pais,NZL,country_code,0
electrificacion,nulos_absolutos_por_pais,NZL,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,NZL,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,NZL,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,NZL,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,NZL,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,NZL,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,NZL,year,0
electrificacion,nulos_absolutos_por_pais,OED,country_code,0
electrificacion,nulos_absolutos_por_pais,OED,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,OED,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,OED,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,OED,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,OED,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,OED,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,OED,year,0
electrificacion,nulos_absolutos_por_pais,OMN,country_code,0
electrificacion,nulos_absolutos_por_pais,OMN,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,OMN,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,OMN,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,OMN,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,OMN,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,OMN,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,OMN,year,0
electrificacion,nulos_absolutos_por_pais,OSS,country_code,0
electrificacion,nulos_absolutos_por_pais,OSS,electricity_access_rural,41
electrificacion,nulos_absolutos_por_pais,OSS,electricity_access_total,41
electrificacion,nulos_absolutos_por_pais,OSS,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,OSS,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,OSS,gdp_per_unit_energy_use,60
electrificacion,nulos_absolutos_por_pais,OSS,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,OSS,year,0
electrificacion,nulos_absolutos_por_pais,PAK,country_code,0
electrificacion,nulos_absolutos_por_pais,PAK,electricity_access_rural,39
electrificacion,nulos_absolutos_por_pais,PAK,electricity_access_total,39
electrificacion,nulos_absolutos_por_pais,PAK,electricity_access_urban,39
electrificacion,nulos_absolutos_por_pais,PAK,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,PAK,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,PAK,private_investment_energy,42
electrificacion,nulos_absolutos_por_pais,PAK,year,0
electrificacion,nulos_absolutos_por_pais,PAN,country_code,0
electrificacion,nulos_absolutos_por_pais,PAN,electricity_access_rural,34
electrificacion,nulos_absolutos_por_pais,PAN,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,PAN,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,PAN,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,PAN,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,PAN,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,PAN,year,0
electrificacion,nulos_absolutos_por_pais,PER,country_code,0
electrificacion,nulos_absolutos_por_pais,PER,electricity_access_rural,33
electrificacion,nulos_absolutos_por_pais,PER,electricity_access_total,33
electrificacion,nulos_absolutos_por_pais,PER,electricity_access_urban,33
electrificacion,nulos_absolutos_por_pais,PER,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,PER,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,PER,private_investment_energy,36
electrificacion,nulos_absolutos_por_pais,PER,year,0
electrificacion,nulos_absolutos_por_pais,PHL,country_code,0
electrificacion,nulos_absolutos_por_pais,PHL,electricity_access_rural,34
electrificacion,nulos_absolutos_por_pais,PHL,electricity_access_total,34
electrificacion,nulos_absolutos_por_pais,PHL,electricity_access_urban,34
electrificacion,nulos_absolutos_por_pais,PHL,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,PHL,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,PHL,private_investment_energy,31
electrificacion,nulos_absolutos_por_pais,PHL,year,0
electrificacion,nulos_absolutos_por_pais,PLW,country_code,0
electrificacion,nulos_absolutos_por_pais,PLW,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,PLW,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,PLW,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,PLW,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,PLW,gdp_per_unit_energy_use,64
electrificacion,nulos_absolutos_por_pais,PLW,private_investment_energy,64
electrificacion,nulos_absolutos_por_pais,PLW,year,0
electrificacion,nulos_absolutos_por_pais,PNG,country_code,0
electrificacion,nulos_absolutos_por_pais,PNG,electricity_access_rural,40
electrificacion,nulos_absolutos_por_pais,PNG,electricity_access_total,37
electrificacion,nulos_absolutos_por_pais,PNG,electricity_access_urban,37
electrificacion,nulos_absolutos_por_pais,PNG,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,PNG,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,PNG,private_investment_energy,63
electrificacion,nulos_absolutos_por_pais,PNG,year,0
electrificacion,nulos_absolutos_por_pais,POL,country_code,0
electrificacion,nulos_absolutos_por_pais,POL,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,POL,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,POL,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,POL,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,POL,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,POL,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,POL,year,0
electrificacion,nulos_absolutos_por_pais,PRE,country_code,0
electrificacion,nulos_absolutos_por_pais,PRE,electricity_access_rural,41
electrificacion,nulos_absolutos_por_pais,PRE,electricity_access_total,38
electrificacion,nulos_absolutos_por_pais,PRE,electricity_access_urban,38
electrificacion,nulos_absolutos_por_pais,PRE,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,PRE,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,PRE,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,PRE,year,0
electrificacion,nulos_absolutos_por_pais,PRI,country_code,0
electrificacion,nulos_absolutos_por_pais,PRI,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,PRI,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,PRI,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,PRI,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,PRI,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,PRI,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,PRI,year,0
electrificacion,nulos_absolutos_por_pais,PRK,country_code,0
electrificacion,nulos_absolutos_por_pais,PRK,electricity_access_rural,65
electrificacion,nulos_absolutos_por_pais,PRK,electricity_access_total,50
electrificacion,nulos_absolutos_por_pais,PRK,electricity_access_urban,65
electrificacion,nulos_absolutos_por_pais,PRK,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,PRK,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,PRK,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,PRK,year,0
electrificacion,nulos_absolutos_por_pais,PRT,country_code,0
electrificacion,nulos_absolutos_por_pais,PRT,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,PRT,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,PRT,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,PRT,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,PRT,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,PRT,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,PRT,year,0
electrificacion,nulos_absolutos_por_pais,PRY,country_code,0
electrificacion,nulos_absolutos_por_pais,PRY,electricity_access_rural,36
electrificacion,nulos_absolutos_por_pais,PRY,electricity_access_total,36
electrificacion,nulos_absolutos_por_pais,PRY,electricity_access_urban,36
electrificacion,nulos_absolutos_por_pais,PRY,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,PRY,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,PRY,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,PRY,year,0
electrificacion,nulos_absolutos_por_pais,PSE,country_code,0
electrificacion,nulos_absolutos_por_pais,PSE,electricity_access_rural,38
electrificacion,nulos_absolutos_por_pais,PSE,electricity_access_total,38
electrificacion,nulos_absolutos_por_pais,PSE,electricity_access_urban,38
electrificacion,nulos_absolutos_por_pais,PSE,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,PSE,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,PSE,private_investment_energy,64
electrificacion,nulos_absolutos_por_pais,PSE,year,0
electrificacion,nulos_absolutos_por_pais,PSS,country_code,0
electrificacion,nulos_absolutos_por_pais,PSS,electricity_access_rural,40
electrificacion,nulos_absolutos_por_pais,PSS,electricity_access_total,40
electrificacion,nulos_absolutos_por_pais,PSS,electricity_access_urban,37
electrificacion,nulos_absolutos_por_pais,PSS,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,PSS,gdp_per_unit_energy_use,60
electrificacion,nulos_absolutos_por_pais,PSS,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,PSS,year,0
electrificacion,nulos_absolutos_por_pais,PST,country_code,0
electrificacion,nulos_absolutos_por_pais,PST,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,PST,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,PST,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,PST,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,PST,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,PST,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,PST,year,0
electrificacion,nulos_absolutos_por_pais,PYF,country_code,0
electrificacion,nulos_absolutos_por_pais,PYF,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,PYF,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,PYF,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,PYF,electricity_consumption,65
electrificacion,nulos_absolutos_por_pais,PYF,gdp_per_unit_energy_use,65
electrificacion,nulos_absolutos_por_pais,PYF,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,PYF,year,0
electrificacion,nulos_absolutos_por_pais,QAT,country_code,0
electrificacion,nulos_absolutos_por_pais,QAT,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,QAT,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,QAT,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,QAT,electricity_consumption,32
electrificacion,nulos_absolutos_por_pais,QAT,gdp_per_unit_energy_use,32
electrificacion,nulos_absolutos_por_pais,QAT,private_investment_energy,65
electrificacion,nulos_absolutos_por_pais,QAT,year,0
electrificacion,nulos_absolutos_por_pais,ROU,country_code,0
electrificacion,nulos_absolutos_por_pais,ROU,electricity_access_rural,31
electrificacion,nulos_absolutos_por_pais,ROU,electricity_access_total,31
electrificacion,nulos_absolutos_por_pais,ROU,electricity_access_urban,31
electrificacion,nulos_absolutos_por_pais,ROU,electricity_consumption,31
electrificacion,nulos_absolutos_por_pais,ROU,gdp_per_unit_energy_use,31
electrificacion,nulos_absolutos_por_pais,ROU,private_investment_energy,54
electrificacion,nulos_absolutos_por_pais,ROU,year,0
electrificacion,nulos_absolutos_por_pais,RUS,country_code,0
electrificacion,nulos_absolutos_por_pais,RUS,electricity_access_rural,31
